,State_Name,District_Name,Crop_Year,Season,Crop,Area,production
52972,Chhattisgarh,KOREA,2009,Rabi       ,Other  Rabi pulses,60.0,25.641666666666662
52993,Chhattisgarh,KOREA,2010,Kharif     ,Other Kharif pulses,118.0,44.3
52998,Chhattisgarh,KOREA,2010,Kharif     ,Soyabean,3.0,2.5598268398268393
53005,Chhattisgarh,KOREA,2010,Rabi       ,Other  Rabi pulses,42.0,33.5
53027,Chhattisgarh,KOREA,2011,Kharif     ,Other Kharif pulses,188.0,65.35
53039,Chhattisgarh,KOREA,2011,Rabi       ,Other  Rabi pulses,45.0,40.13333333333333
53060,Chhattisgarh,KOREA,2012,Kharif     ,Other Kharif pulses,177.0,65.0
53065,Chhattisgarh,KOREA,2012,Kharif     ,Soyabean,1.0,1.1792857142857143
53072,Chhattisgarh,KOREA,2012,Rabi       ,Other  Rabi pulses,49.0,20.7
53092,Chhattisgarh,KOREA,2013,Kharif     ,Other Kharif pulses,248.0,83.3
53125,Chhattisgarh,KOREA,2014,Kharif     ,Other Kharif pulses,251.0,76.2
53126,Chhattisgarh,KOREA,2014,Kharif     ,Ragi,3.0,1.0
53138,Chhattisgarh,KOREA,2014,Rabi       ,Moong(Green Gram),2.0,1.0
53139,Chhattisgarh,KOREA,2014,Rabi       ,Other  Rabi pulses,164.0,65.9
53176,Chhattisgarh,MAHASAMUND,2000,Rabi       ,Urad,1.0,1.0
53268,Chhattisgarh,MAHASAMUND,2003,Kharif     ,Niger seed,1.0,1.0
53285,Chhattisgarh,MAHASAMUND,2003,Rabi       ,Safflower,1.0,1.0
53306,Chhattisgarh,MAHASAMUND,2004,Kharif     ,Niger seed,3.0,1.0
53341,Chhattisgarh,MAHASAMUND,2005,Kharif     ,Niger seed,1.0,1.0
53358,Chhattisgarh,MAHASAMUND,2005,Rabi       ,Urad,2.0,1.0
53376,Chhattisgarh,MAHASAMUND,2006,Kharif     ,Niger seed,1.0,1.0
53448,Chhattisgarh,MAHASAMUND,2008,Kharif     ,Niger seed,1.0,1.0
53485,Chhattisgarh,MAHASAMUND,2009,Kharif     ,Niger seed,1.0,1.0
53490,Chhattisgarh,MAHASAMUND,2009,Kharif     ,Sunflower,426.0,187.7
53514,Chhattisgarh,MAHASAMUND,2010,Kharif     ,Jute,174.0,1372.6
53567,Chhattisgarh,MAHASAMUND,2011,Rabi       ,Safflower,1.0,1.0
53603,Chhattisgarh,MAHASAMUND,2012,Rabi       ,Safflower,1.0,1.0
53606,Chhattisgarh,MAHASAMUND,2012,Whole Year ,Banana,9.0,313.88
53627,Chhattisgarh,MAHASAMUND,2013,Kharif     ,Sunflower,371.0,149.2
53687,Chhattisgarh,MAHASAMUND,2014,Whole Year ,Sweet potato,3.0,13.943928571428568
53693,Chhattisgarh,MUNGELI,2011,Kharif     ,Jute,38.0,299.2
53725,Chhattisgarh,MUNGELI,2012,Kharif     ,Jute,38.0,299.2
53755,Chhattisgarh,MUNGELI,2013,Kharif     ,Jute,37.0,255.19666666666672
53787,Chhattisgarh,MUNGELI,2014,Kharif     ,Jute,36.0,259.87666666666667
53817,Chhattisgarh,NARAYANPUR,2006,Kharif     ,Arhar/Tur,108.0,48.013333333333335
53818,Chhattisgarh,NARAYANPUR,2006,Kharif     ,Horse-gram,1881.0,618.4
53819,Chhattisgarh,NARAYANPUR,2006,Kharif     ,Jowar,6.0,5.6
53820,Chhattisgarh,NARAYANPUR,2006,Kharif     ,Maize,1211.0,2467.0
53821,Chhattisgarh,NARAYANPUR,2006,Kharif     ,Moong(Green Gram),21.0,4.433333333333333
53822,Chhattisgarh,NARAYANPUR,2006,Kharif     ,Niger seed,674.0,141.1
53823,Chhattisgarh,NARAYANPUR,2006,Kharif     ,Other Kharif pulses,22.0,7.176190476190476
53824,Chhattisgarh,NARAYANPUR,2006,Kharif     ,Ragi,368.0,88.7
53825,Chhattisgarh,NARAYANPUR,2006,Kharif     ,Rice,23578.0,34852.3006
53826,Chhattisgarh,NARAYANPUR,2006,Kharif     ,Sesamum,64.0,21.6
53828,Chhattisgarh,NARAYANPUR,2006,Kharif     ,Soyabean,1.0,1.1792857142857143
53829,Chhattisgarh,NARAYANPUR,2006,Kharif     ,Urad,1434.0,388.7
53830,Chhattisgarh,NARAYANPUR,2006,Rabi       ,Gram,30.0,11.233333333333334
53831,Chhattisgarh,NARAYANPUR,2006,Rabi       ,Horse-gram,5.0,1.9
53832,Chhattisgarh,NARAYANPUR,2006,Rabi       ,Linseed,26.0,10.473333333333333
53833,Chhattisgarh,NARAYANPUR,2006,Rabi       ,Peas & beans (Pulses),20.0,14.633333333333331
53834,Chhattisgarh,NARAYANPUR,2006,Rabi       ,Rapeseed &Mustard,585.0,196.7
53835,Chhattisgarh,NARAYANPUR,2006,Rabi       ,Wheat,8.0,7.26
53836,Chhattisgarh,NARAYANPUR,2006,Whole Year ,Banana,2.0,70.22995532245533
53837,Chhattisgarh,NARAYANPUR,2006,Whole Year ,Coriander,1.0,7.807142857142857
53838,Chhattisgarh,NARAYANPUR,2006,Whole Year ,Dry chillies,21.0,19.025
53839,Chhattisgarh,NARAYANPUR,2006,Whole Year ,Onion,2.0,9.49
53840,Chhattisgarh,NARAYANPUR,2006,Whole Year ,Sugarcane,4.0,29.140714285714285
53841,Chhattisgarh,NARAYANPUR,2006,Whole Year ,Sweet potato,18.0,101.9
53842,Chhattisgarh,NARAYANPUR,2006,Whole Year ,Turmeric,1.0,1.28090069244481
53910,Chhattisgarh,NARAYANPUR,2009,Rabi       ,Other  Rabi pulses,19.0,4.616666666666666
53917,Chhattisgarh,NARAYANPUR,2009,Whole Year ,Dry ginger,1.0,1.0942564745196324
53919,Chhattisgarh,NARAYANPUR,2009,Whole Year ,Sugarcane,2.0,26.223333333333336
53926,Chhattisgarh,NARAYANPUR,2010,Kharif     ,Moong(Green Gram),1.0,0.4
53937,Chhattisgarh,NARAYANPUR,2010,Rabi       ,Other  Rabi pulses,23.0,11.508333333333333
53947,Chhattisgarh,NARAYANPUR,2010,Whole Year ,Sannhamp,2.0,1.7100000000000002
53957,Chhattisgarh,NARAYANPUR,2011,Kharif     ,Other Kharif pulses,13.0,1.0
53965,Chhattisgarh,NARAYANPUR,2011,Rabi       ,Other  Rabi pulses,29.0,14.808333333333334
53991,Chhattisgarh,NARAYANPUR,2012,Rabi       ,Other  Rabi pulses,21.0,6.733333333333334
53996,Chhattisgarh,NARAYANPUR,2012,Whole Year ,Coriander,1.0,7.807142857142857
54040,Chhattisgarh,NARAYANPUR,2014,Rabi       ,Khesari,1.0,1.0
54131,Chhattisgarh,RAIGARH,2002,Kharif     ,Castor seed,2.0,1.0
54418,Chhattisgarh,RAIGARH,2009,Kharif     ,Sunflower,2908.0,676.8
54573,Chhattisgarh,RAIGARH,2013,Kharif     ,Sunflower,1900.0,498.4
54965,Chhattisgarh,RAIPUR,2008,Kharif     ,Coconut ,1.0,9897.22
54974,Chhattisgarh,RAIPUR,2008,Kharif     ,Potato,6.0,51.32000000000001
55006,Chhattisgarh,RAIPUR,2009,Kharif     ,Bajra,1.0,1.0
55016,Chhattisgarh,RAIPUR,2009,Kharif     ,Ragi,603.0,140.9
55037,Chhattisgarh,RAIPUR,2009,Whole Year ,Cotton(lint),9.0,7.08
55044,Chhattisgarh,RAIPUR,2009,Whole Year ,Sugarcane,116.0,1301.6
55113,Chhattisgarh,RAIPUR,2011,Whole Year ,Coconut ,1.0,2413.5533333333333
55165,Chhattisgarh,RAIPUR,2013,Kharif     ,Sunflower,38.0,18.44
55194,Chhattisgarh,RAIPUR,2014,Kharif     ,Sannhamp,1.0,4.242999999999999
55221,Chhattisgarh,RAJNANDGAON,2000,Kharif     ,Cotton(lint),1.0,1.0
55228,Chhattisgarh,RAJNANDGAON,2000,Kharif     ,Niger seed,1.0,1.0
55261,Chhattisgarh,RAJNANDGAON,2001,Kharif     ,Castor seed,1.0,1.0
55489,Chhattisgarh,RAJNANDGAON,2006,Rabi       ,Jute,3.0,31.366666666666667
55553,Chhattisgarh,RAJNANDGAON,2008,Kharif     ,Castor seed,1.0,1.0
55562,Chhattisgarh,RAJNANDGAON,2008,Kharif     ,Potato,10.0,59.2
55595,Chhattisgarh,RAJNANDGAON,2009,Kharif     ,Castor seed,1.0,1.0
55596,Chhattisgarh,RAJNANDGAON,2009,Kharif     ,Groundnut,5.0,6.5
55610,Chhattisgarh,RAJNANDGAON,2009,Rabi       ,Barley,12.0,9.8
55635,Chhattisgarh,RAJNANDGAON,2010,Kharif     ,Castor seed,1.0,1.0
55642,Chhattisgarh,RAJNANDGAON,2010,Kharif     ,Niger seed,1.0,1.0
55682,Chhattisgarh,RAJNANDGAON,2011,Kharif     ,Niger seed,1.0,1.0
55722,Chhattisgarh,RAJNANDGAON,2012,Kharif     ,Niger seed,1.0,1.0
55853,Chhattisgarh,SUKMA,2011,Rabi       ,Other  Rabi pulses,2.0,1.92
55857,Chhattisgarh,SUKMA,2011,Whole Year ,Coconut ,1.0,2413.5533333333333
55879,Chhattisgarh,SUKMA,2012,Rabi       ,Gram,1.0,1.0
55882,Chhattisgarh,SUKMA,2012,Rabi       ,Other  Rabi pulses,2.0,1.92
55886,Chhattisgarh,SUKMA,2012,Whole Year ,Coconut ,2.0,5068.5599999999995
55889,Chhattisgarh,SUKMA,2012,Whole Year ,Sannhamp,1.0,1.525
55903,Chhattisgarh,SUKMA,2013,Kharif     ,Sannhamp,1.0,4.242999999999999
55915,Chhattisgarh,SUKMA,2013,Whole Year ,Coconut ,2.0,5068.5599999999995
55932,Chhattisgarh,SUKMA,2014,Kharif     ,Sannhamp,1.0,4.242999999999999
55938,Chhattisgarh,SUKMA,2014,Rabi       ,Gram,1.0,1.0
55946,Chhattisgarh,SUKMA,2014,Whole Year ,Coconut ,2.0,5068.5599999999995
55957,Chhattisgarh,SURAJPUR,2011,Kharif     ,Jute,1.0,8.299615384615384
55994,Chhattisgarh,SURAJPUR,2012,Kharif     ,Jute,5.0,30.672620320855618
56013,Chhattisgarh,SURAJPUR,2012,Rabi       ,Other  Rabi pulses,79.0,23.7
56031,Chhattisgarh,SURAJPUR,2013,Kharif     ,Jute,11.0,174.0
56092,Chhattisgarh,SURAJPUR,2014,Rabi       ,Urad,2.0,1.0
56166,Chhattisgarh,SURGUJA,2001,Rabi       ,Safflower,1.0,1.0
56205,Chhattisgarh,SURGUJA,2002,Rabi       ,Safflower,1.0,1.0
56244,Chhattisgarh,SURGUJA,2003,Rabi       ,Safflower,1.0,1.0
56334,Chhattisgarh,SURGUJA,2006,Kharif     ,Castor seed,1.0,1.0
56354,Chhattisgarh,SURGUJA,2006,Rabi       ,Jute,63.0,499.78000000000003
56358,Chhattisgarh,SURGUJA,2006,Rabi       ,Other  Rabi pulses,4.0,2.62
56362,Chhattisgarh,SURGUJA,2006,Rabi       ,Safflower,1.0,1.0
56376,Chhattisgarh,SURGUJA,2007,Kharif     ,Bajra,1.0,1.0
56401,Chhattisgarh,SURGUJA,2007,Rabi       ,Other  Rabi pulses,4.0,2.62
56461,Chhattisgarh,SURGUJA,2009,Kharif     ,Jute,39.0,275.7
56480,Chhattisgarh,SURGUJA,2009,Rabi       ,Other  Rabi pulses,12.0,5.51
56501,Chhattisgarh,SURGUJA,2010,Kharif     ,Jute,47.0,513.8190476190476
56520,Chhattisgarh,SURGUJA,2010,Rabi       ,Other  Rabi pulses,2.0,1.92
56537,Chhattisgarh,SURGUJA,2011,Kharif     ,Castor seed,1.0,1.0
56541,Chhattisgarh,SURGUJA,2011,Kharif     ,Jute,30.0,281.8952380952381
56579,Chhattisgarh,SURGUJA,2012,Kharif     ,Jute,21.0,124.95
56616,Chhattisgarh,SURGUJA,2013,Kharif     ,Jute,15.0,124.05
56621,Chhattisgarh,SURGUJA,2013,Kharif     ,Other Kharif pulses,136.0,43.975
56654,Chhattisgarh,SURGUJA,2014,Kharif     ,Jute,13.0,120.495
56659,Chhattisgarh,SURGUJA,2014,Kharif     ,Other Kharif pulses,219.0,48.2
57094,Goa,SOUTH GOA,2008,Kharif     ,Groundnut,2.0,4.102333333333333
57608,Gujarat,AMRELI,2000,Kharif     ,Moth,500.0,182.02674883595938
57612,Gujarat,AMRELI,2000,Rabi       ,Jowar,100.0,100.0
57721,Gujarat,AMRELI,2005,Kharif     ,Other Kharif pulses,100.0,88.50649350649351
57885,Gujarat,ANAND,2003,Kharif     ,Moth,100.0,100.0
57906,Gujarat,ANAND,2004,Kharif     ,Urad,100.0,100.0
57908,Gujarat,ANAND,2004,Rabi       ,Other Cereals & Millets,100.0,160.61111111111111
58267,Gujarat,BANAS KANTHA,2002,Rabi       ,Gram,100.0,100.0
58556,Gujarat,BHARUCH,1998,Kharif     ,Other Cereals & Millets,100.0,100.0
58559,Gujarat,BHARUCH,1998,Kharif     ,Small millets,100.0,93.33333333333334
58609,Gujarat,BHARUCH,2000,Kharif     ,Moth,400.0,173.33121045621047
58713,Gujarat,BHARUCH,2004,Kharif     ,Sesamum,3200.0,1060.6333333333334
58718,Gujarat,BHARUCH,2004,Rabi       ,Other  Rabi pulses,100.0,77.95345542852554
58761,Gujarat,BHARUCH,2006,Kharif     ,Sesamum,2800.0,830.6
58965,Gujarat,BHAVNAGAR,1998,Kharif     ,Other Kharif pulses,100.0,88.50649350649351
59016,Gujarat,BHAVNAGAR,2000,Whole Year ,Guar seed,200.0,100.0
59031,Gujarat,BHAVNAGAR,2001,Kharif     ,Small millets,300.0,100.0
59053,Gujarat,BHAVNAGAR,2002,Kharif     ,Small millets,200.0,100.0
59097,Gujarat,BHAVNAGAR,2004,Rabi       ,Other Cereals & Millets,100.0,160.61111111111111
59103,Gujarat,BHAVNAGAR,2004,Whole Year ,Dry chillies,100.0,100.0
59306,Gujarat,DANG,1998,Whole Year ,Dry chillies,100.0,100.0
59324,Gujarat,DANG,1999,Whole Year ,Dry chillies,100.0,100.0
59330,Gujarat,DANG,2000,Kharif     ,Moong(Green Gram),100.0,81.89285714285714
59353,Gujarat,DANG,2001,Whole Year ,Dry chillies,100.0,100.0
59366,Gujarat,DANG,2002,Whole Year ,Dry chillies,100.0,100.0
59385,Gujarat,DANG,2004,Rabi       ,Other  Rabi pulses,100.0,77.95345542852554
59554,Gujarat,DOHAD,2004,Rabi       ,Other  Rabi pulses,200.0,124.83279220779222
59555,Gujarat,DOHAD,2004,Rabi       ,Other Cereals & Millets,100.0,160.61111111111111
59889,Gujarat,GANDHINAGAR,2005,Kharif     ,Moth,100.0,100.0
59890,Gujarat,GANDHINAGAR,2005,Kharif     ,Other Cereals & Millets,300.0,209.7813852813853
60095,Gujarat,JAMNAGAR,1998,Kharif     ,Other Kharif pulses,200.0,117.12581085065605
60128,Gujarat,JAMNAGAR,1999,Summer     ,Groundnut,100.0,133.32476667694635
60141,Gujarat,JAMNAGAR,2000,Kharif     ,Moth,500.0,182.02674883595938
60153,Gujarat,JAMNAGAR,2000,Whole Year ,Guar seed,200.0,100.0
60237,Gujarat,JAMNAGAR,2004,Rabi       ,Other  Rabi pulses,100.0,77.95345542852554
60469,Gujarat,JUNAGADH,1998,Rabi       ,Small millets,100.0,68.83333333333334
60546,Gujarat,JUNAGADH,2001,Whole Year ,Guar seed,100.0,563.6617730095991
60554,Gujarat,JUNAGADH,2002,Kharif     ,Jowar,400.0,431.8769841269842
60558,Gujarat,JUNAGADH,2002,Kharif     ,Small millets,100.0,93.33333333333334
60860,Gujarat,KACHCHH,2000,Rabi       ,Gram,100.0,100.0
60890,Gujarat,KACHCHH,2002,Kharif     ,Arhar/Tur,100.0,100.0
60938,Gujarat,KACHCHH,2004,Kharif     ,Urad,100.0,100.0
60939,Gujarat,KACHCHH,2004,Rabi       ,Other  Rabi pulses,100.0,77.95345542852554
60956,Gujarat,KACHCHH,2005,Kharif     ,Other Kharif pulses,100.0,88.50649350649351
61322,Gujarat,KHEDA,2004,Rabi       ,Other Cereals & Millets,100.0,160.61111111111111
62132,Gujarat,NARMADA,2010,Kharif     ,other oilseeds,100.0,78.6
62331,Gujarat,NAVSARI,2010,Kharif     ,Other Cereals & Millets,200.0,100.0
62379,Gujarat,NAVSARI,2012,Kharif     ,Groundnut,100.0,341.5996821805645
62435,Gujarat,PANCH MAHALS,1998,Kharif     ,Moth,200.0,111.8490675990676
62519,Gujarat,PANCH MAHALS,2001,Kharif     ,Moth,100.0,100.0
62609,Gujarat,PANCH MAHALS,2004,Rabi       ,Other Cereals & Millets,100.0,160.61111111111111
62868,Gujarat,PANCH MAHALS,2012,Rabi       ,Tobacco,100.0,149.6
63274,Gujarat,RAJKOT,1998,Kharif     ,Other Cereals & Millets,100.0,100.0
63277,Gujarat,RAJKOT,1998,Kharif     ,Small millets,100.0,93.33333333333334
63417,Gujarat,RAJKOT,2005,Kharif     ,Other Cereals & Millets,200.0,100.0
63624,Gujarat,SABAR KANTHA,1998,Kharif     ,Moth,100.0,100.0
63672,Gujarat,SABAR KANTHA,2000,Kharif     ,Moth,100.0,100.0
63719,Gujarat,SABAR KANTHA,2002,Kharif     ,Moth,100.0,100.0
63777,Gujarat,SABAR KANTHA,2004,Whole Year ,Dry chillies,100.0,100.0
64017,Gujarat,SURAT,1998,Kharif     ,Moth,100.0,100.0
64063,Gujarat,SURAT,2000,Kharif     ,Moth,400.0,173.33121045621047
64067,Gujarat,SURAT,2000,Kharif     ,Sesamum,100.0,100.0
64087,Gujarat,SURAT,2001,Kharif     ,Moth,100.0,100.0
64115,Gujarat,SURAT,2002,Kharif     ,Small millets,100.0,93.33333333333334
64187,Gujarat,SURAT,2005,Kharif     ,Other Cereals & Millets,100.0,100.0
64316,Gujarat,SURAT,2010,Kharif     ,other oilseeds,100.0,78.6
64357,Gujarat,SURAT,2011,Summer     ,Maize,1000.0,589.5
64421,Gujarat,SURENDRANAGAR,1998,Kharif     ,Other Kharif pulses,100.0,88.50649350649351
64932,Gujarat,VADODARA,2000,Kharif     ,Moth,400.0,173.33121045621047
64963,Gujarat,VADODARA,2001,Kharif     ,Small millets,100.0,93.33333333333334
65462,Gujarat,VALSAD,2005,Kharif     ,Other Cereals & Millets,500.0,217.4126984126984
65566,Gujarat,VALSAD,2011,Kharif     ,Other Cereals & Millets,600.0,300.0
65604,Haryana,AMBALA,1998,Kharif     ,Bajra,370.0,113.9
65605,Haryana,AMBALA,1998,Kharif     ,Cotton(lint),25.0,5.766666666666667
65606,Haryana,AMBALA,1998,Kharif     ,Groundnut,17.0,6.933333333333333
65607,Haryana,AMBALA,1998,Kharif     ,Jowar,1.0,0.0
65609,Haryana,AMBALA,1998,Kharif     ,Moth,1.0,0.0
65611,Haryana,AMBALA,1998,Kharif     ,Sesamum,6.0,0.725
65613,Haryana,AMBALA,1998,Rabi       ,Barley,104.0,9.0
65614,Haryana,AMBALA,1998,Rabi       ,Gram,108.0,56.1
65666,Haryana,AMBALA,2001,Kharif     ,Cotton(lint),24.0,6.341666666666667
65707,Haryana,AMBALA,2003,Kharif     ,Bajra,300.0,284.53285714285715
65717,Haryana,AMBALA,2003,Rabi       ,other oilseeds,11.0,1.5
65729,Haryana,AMBALA,2004,Kharif     ,Bajra,338.0,18.5
65730,Haryana,AMBALA,2004,Kharif     ,Cotton(lint),12.0,4.683333333333333
65731,Haryana,AMBALA,2004,Kharif     ,Groundnut,7.0,3.0785714285714283
65732,Haryana,AMBALA,2004,Kharif     ,Horse-gram,2.0,0.1
65734,Haryana,AMBALA,2004,Kharif     ,Moong(Green Gram),2.0,0.0
65735,Haryana,AMBALA,2004,Kharif     ,Moth,1.0,0.0
65737,Haryana,AMBALA,2004,Kharif     ,Sesamum,6.0,0.725
65739,Haryana,AMBALA,2004,Rabi       ,Barley,27.0,8.72
65740,Haryana,AMBALA,2004,Rabi       ,Gram,127.0,52.8
65742,Haryana,AMBALA,2004,Rabi       ,Peas & beans (Pulses),39.0,0.0
65751,Haryana,AMBALA,2005,Kharif     ,Arhar/Tur,21.0,0.0
65752,Haryana,AMBALA,2005,Kharif     ,Bajra,272.0,202.36000000000004
65753,Haryana,AMBALA,2005,Kharif     ,Cotton(lint),3.0,0.225
65754,Haryana,AMBALA,2005,Kharif     ,Groundnut,4.0,0.8
65755,Haryana,AMBALA,2005,Kharif     ,Horse-gram,2.0,0.1
65757,Haryana,AMBALA,2005,Kharif     ,Moong(Green Gram),2.0,0.0
65759,Haryana,AMBALA,2005,Kharif     ,Sesamum,4.0,0.0
65761,Haryana,AMBALA,2005,Rabi       ,Barley,13.0,17.416666666666664
65762,Haryana,AMBALA,2005,Rabi       ,Gram,125.0,47.480000000000004
65764,Haryana,AMBALA,2005,Rabi       ,Peas & beans (Pulses),27.0,25.73333333333333
65772,Haryana,AMBALA,2006,Kharif     ,Arhar/Tur,28.0,8.066666666666666
65773,Haryana,AMBALA,2006,Kharif     ,Bajra,270.0,202.36000000000004
65774,Haryana,AMBALA,2006,Kharif     ,Cotton(lint),8.0,0.33999999999999997
65775,Haryana,AMBALA,2006,Kharif     ,Groundnut,5.0,0.0
65776,Haryana,AMBALA,2006,Kharif     ,Horse-gram,6.0,0.0
65779,Haryana,AMBALA,2006,Kharif     ,Sesamum,1.0,0.0
65781,Haryana,AMBALA,2006,Rabi       ,Barley,12.0,12.175
65782,Haryana,AMBALA,2006,Rabi       ,Gram,109.0,56.6
65791,Haryana,AMBALA,2006,Whole Year ,Sannhamp,2.0,0.0
65793,Haryana,AMBALA,2007,Kharif     ,Arhar/Tur,14.0,5.2
65794,Haryana,AMBALA,2007,Kharif     ,Bajra,334.0,72.8
65795,Haryana,AMBALA,2007,Kharif     ,Groundnut,9.0,3.722857142857143
65796,Haryana,AMBALA,2007,Kharif     ,Horse-gram,4.0,0.375
65799,Haryana,AMBALA,2007,Kharif     ,Sesamum,8.0,0.0
65801,Haryana,AMBALA,2007,Rabi       ,Barley,16.0,21.4
65802,Haryana,AMBALA,2007,Rabi       ,Gram,77.0,0.0
65804,Haryana,AMBALA,2007,Rabi       ,Peas & beans (Pulses),11.0,2.59
65805,Haryana,AMBALA,2007,Rabi       ,Rapeseed &Mustard,877.0,826.8
65813,Haryana,AMBALA,2008,Kharif     ,Arhar/Tur,7.0,0.0
65814,Haryana,AMBALA,2008,Kharif     ,Bajra,286.0,284.47
65815,Haryana,AMBALA,2008,Kharif     ,Cotton(lint),6.0,0.0
65816,Haryana,AMBALA,2008,Kharif     ,Groundnut,1.0,0.0
65817,Haryana,AMBALA,2008,Kharif     ,Horse-gram,3.0,0.0
65819,Haryana,AMBALA,2008,Kharif     ,Moong(Green Gram),2.0,0.0
65821,Haryana,AMBALA,2008,Kharif     ,Sesamum,2.0,0.0
65823,Haryana,AMBALA,2008,Rabi       ,Barley,9.0,3.8
65824,Haryana,AMBALA,2008,Rabi       ,Gram,83.0,30.5
65826,Haryana,AMBALA,2008,Rabi       ,Peas & beans (Pulses),9.0,1.15
65830,Haryana,AMBALA,2008,Whole Year ,Coriander,14.0,44.2
65832,Haryana,AMBALA,2008,Whole Year ,Garlic,12.0,91.2
65836,Haryana,AMBALA,2008,Whole Year ,Turmeric,3.0,3.212326203208556
65837,Haryana,AMBALA,2009,Kharif     ,Arhar/Tur,2.0,0.6
65838,Haryana,AMBALA,2009,Kharif     ,Bajra,402.0,468.4
65839,Haryana,AMBALA,2009,Kharif     ,Cotton(lint),2.0,0.36666666666666664
65840,Haryana,AMBALA,2009,Kharif     ,Groundnut,1.0,0.0
65841,Haryana,AMBALA,2009,Kharif     ,Horse-gram,7.0,0.0
65845,Haryana,AMBALA,2009,Rabi       ,Barley,9.0,3.8
65846,Haryana,AMBALA,2009,Rabi       ,Gram,23.0,15.933333333333334
65848,Haryana,AMBALA,2009,Rabi       ,Peas & beans (Pulses),1.0,0.5
65851,Haryana,AMBALA,2009,Whole Year ,Dry chillies,123.0,144.83333333333334
65856,Haryana,AMBALA,2010,Kharif     ,Arhar/Tur,3.0,1.7
65857,Haryana,AMBALA,2010,Kharif     ,Bajra,379.0,75.1
65858,Haryana,AMBALA,2010,Kharif     ,Horse-gram,4.0,0.375
65860,Haryana,AMBALA,2010,Kharif     ,Moong(Green Gram),4.0,1.0
65862,Haryana,AMBALA,2010,Kharif     ,Soyabean,2.0,0.6666666666666666
65865,Haryana,AMBALA,2010,Rabi       ,Barley,5.0,5.508095238095238
65866,Haryana,AMBALA,2010,Rabi       ,Gram,64.0,20.0
65871,Haryana,AMBALA,2010,Whole Year ,Garlic,13.0,91.2
65875,Haryana,AMBALA,2010,Whole Year ,Turmeric,6.0,20.51666666666667
65876,Haryana,AMBALA,2011,Kharif     ,Bajra,428.0,529.4
65877,Haryana,AMBALA,2011,Kharif     ,Cotton(lint),2.0,0.36666666666666664
65878,Haryana,AMBALA,2011,Kharif     ,Dry ginger,3.0,4.237619047619047
65879,Haryana,AMBALA,2011,Kharif     ,Groundnut,2.0,0.0
65880,Haryana,AMBALA,2011,Kharif     ,Horse-gram,5.0,0.2
65883,Haryana,AMBALA,2011,Kharif     ,Sesamum,1.0,0.0
65886,Haryana,AMBALA,2011,Rabi       ,Barley,4.0,2.966666666666667
65887,Haryana,AMBALA,2011,Rabi       ,Gram,64.0,20.0
65889,Haryana,AMBALA,2011,Rabi       ,Peas & beans (Pulses),11.0,2.59
65895,Haryana,AMBALA,2011,Whole Year ,Turmeric,6.0,20.51666666666667
65896,Haryana,AMBALA,2012,Kharif     ,Bajra,485.0,2100.0
65897,Haryana,AMBALA,2012,Kharif     ,Cotton(lint),4.0,2.1
65898,Haryana,AMBALA,2012,Kharif     ,Dry ginger,3.0,4.237619047619047
65899,Haryana,AMBALA,2012,Kharif     ,Horse-gram,2.0,0.1
65904,Haryana,AMBALA,2012,Rabi       ,Barley,20.0,19.6
65905,Haryana,AMBALA,2012,Rabi       ,Gram,44.0,100.0
65928,Haryana,BHIWANI,1998,Kharif     ,Groundnut,2.0,0.0
65930,Haryana,BHIWANI,1998,Kharif     ,Maize,47.0,0.0
65932,Haryana,BHIWANI,1998,Kharif     ,Moth,86.0,48.3
65935,Haryana,BHIWANI,1998,Kharif     ,Urad,12.0,2.0
65938,Haryana,BHIWANI,1998,Rabi       ,Masoor,13.0,5.9
65939,Haryana,BHIWANI,1998,Rabi       ,Peas & beans (Pulses),8.0,1.1
65958,Haryana,BHIWANI,1999,Rabi       ,Masoor,13.0,5.9
66036,Haryana,BHIWANI,2003,Kharif     ,Horse-gram,169.0,54.089999999999996
66061,Haryana,BHIWANI,2004,Kharif     ,Maize,41.0,0.0
66066,Haryana,BHIWANI,2004,Kharif     ,Urad,64.0,5.7
66069,Haryana,BHIWANI,2004,Rabi       ,Peas & beans (Pulses),1.0,0.5
66078,Haryana,BHIWANI,2005,Kharif     ,Horse-gram,64.0,36.9
66080,Haryana,BHIWANI,2005,Kharif     ,Maize,74.0,53.23333333333333
66084,Haryana,BHIWANI,2005,Kharif     ,Sesamum,196.0,98.88888888888889
66087,Haryana,BHIWANI,2005,Rabi       ,Peas & beans (Pulses),48.0,38.43333333333334
66091,Haryana,BHIWANI,2005,Whole Year ,Sannhamp,52.0,330.0
66097,Haryana,BHIWANI,2006,Kharif     ,Maize,56.0,6.233333333333333
66103,Haryana,BHIWANI,2006,Rabi       ,Masoor,2.0,0.1
66106,Haryana,BHIWANI,2006,Whole Year ,Sannhamp,52.0,330.0
66112,Haryana,BHIWANI,2007,Kharif     ,Groundnut,52.0,80.0
66113,Haryana,BHIWANI,2007,Kharif     ,Horse-gram,75.0,49.7
66115,Haryana,BHIWANI,2007,Kharif     ,Maize,49.0,0.0
66122,Haryana,BHIWANI,2007,Rabi       ,Peas & beans (Pulses),30.0,37.1
66126,Haryana,BHIWANI,2007,Whole Year ,Garlic,1.0,0.9878937728937729
66128,Haryana,BHIWANI,2007,Whole Year ,Potato,2.0,32.06
